p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,target_class
1.311638842419101531e-02,1.935080354423541777e-03,2.770879886445321624e-03,1.083418777062525925e-03,8.717804541144428317e-04,5.230492544270811360e-03,1.269160665790580516e-03,2.689640604284240788e-03,1.041724889752806320e-03,9.386070147861735272e-04,1.204677258282734961e-02,1.772928872881679484e-03,2.214740582169093079e-03,1.195597771249987552e-03,1.029330117624820433e-03,7.175425993245524922e-03,1.535163786474694160e-03,1.866435772390404512e-03,1.030679543786017357e-03,1.168057367798484717e-03,1.961167512847851804e-02,1.934854313675630783e-03,1.396720052909053607e-03,8.856065789193355835e-04,7.901455189442137912e-04,2.801579057430189645e-02,1.451967104391946664e-03,1.379125920824298031e-03,6.910245630310065182e-04,8.122747459612133548e-04,1.000000000000000000e+00
1.604540334808831140e-02,1.908546471450090019e-03,3.996746300182842798e-03,1.295008112326289816e-03,9.687947071404921394e-04,6.331045540571652967e-03,1.002562275839632196e-03,4.151898697692783108e-03,1.347731854371481781e-03,1.019958970642961685e-03,6.481313671747893253e-03,1.370742910369423823e-03,4.097091761694741756e-03,1.677056182177747833e-03,1.086001262539785768e-03,6.896534948449226446e-03,1.618731308794561959e-03,3.498288704160786976e-03,1.761504345497435890e-03,1.290037457963266005e-03,2.303651268992536194e-02,1.940303597193272040e-03,1.906478199204675837e-03,1.207413753371983350e-03,8.896583615395518624e-04,3.412076163827702097e-02,1.489116022282867356e-03,1.968063417609037993e-03,1.090809941662154378e-03,8.166866102099618312e-04,1.000000000000000000e+00
6.793512598247138275e-03,6.227989129364759104e-04,9.284391954302946472e-04,6.312414634416054545e-04,5.764865133509333456e-04,1.641428736076377265e-02,9.210068900460314893e-04,1.039409902214237166e-03,6.407268308996501814e-04,8.066462977983672933e-04,6.359002646752531622e-03,8.433549945295197624e-04,1.167295270100621391e-03,8.755864330341628105e-04,6.436652591559570815e-04,5.398863828121523017e-03,8.373380071750511060e-04,1.089056436769088483e-03,8.282176200952179193e-04,7.120305023953025494e-04,5.902816221316179758e-03,5.139056148494061367e-04,6.092049803905262659e-04,4.324170468361521885e-04,4.257266450691060103e-04,5.795978224714014131e-03,5.016223190353417266e-04,5.697492084767255029e-04,4.040026849979232778e-04,3.901283548040870462e-04,1.000000000000000000e+00
6.562057788652193510e-03,8.036918837793249372e-04,9.079402776631240310e-04,6.201142257291937521e-04,5.478436586918583335e-04,1.549915361796375297e-02,1.833792683185734651e-03,1.387402125138277815e-03,7.823941593982712247e-04,7.522823344673087260e-04,4.020595034029271660e-03,1.168278636326753684e-03,1.833765894034327260e-03,7.946707634084370850e-04,6.521277537614732266e-04,4.358427620199852200e-03,1.203279159653491623e-03,1.732204276200537260e-03,7.108460981137036888e-04,6.875569336870393337e-04,4.532113569538031260e-03,6.206001480936967169e-04,5.753935756406633895e-04,4.026318511046300523e-04,4.062695448930409622e-04,6.862244268841409187e-03,8.073708745263414970e-04,6.495423604942112197e-04,4.708353578923359529e-04,3.537609051720511924e-04,1.000000000000000000e+00
9.350482307933006589e-04,2.751791692215431527e-04,4.743242765482846867e-04,7.510379797152842403e-04,4.531976112068681760e-04,9.081833815239092689e-04,2.608921903647999142e-04,6.817353171470935712e-04,7.674821523009353131e-04,6.527965286835009243e-04,2.587170701437492906e-03,7.197256603398550058e-04,7.529743176837835807e-04,1.054857765796968347e-03,6.216593609125215403e-04,2.622268001684861533e-03,6.997704727705287295e-04,1.002844223183053983e-03,1.183233269853374786e-03,7.365587349336795648e-04,4.933911392466883671e-03,3.749638599877747535e-04,3.895060652849783450e-04,5.933320282025167283e-04,3.801954662789896501e-04,7.042387824675477859e-03,5.833200194051600066e-04,8.449484928145581386e-04,8.933214433166043267e-04,1.054687063116177981e-03,1.000000000000000000e+00
9.291959282072783559e-04,2.569789499072194436e-04,5.748731516792563367e-04,8.491426789717967504e-04,5.512715750030699937e-04,7.369989354464245249e-04,2.947589475957094725e-04,7.729854454454357588e-04,1.015205551868931123e-03,8.889951406074697408e-04,4.001776294972328105e-03,8.029480030851235709e-04,9.270315449569572000e-04,1.413181606336848467e-03,6.519578367535328826e-04,2.594970110975900173e-03,7.904872694058657622e-04,1.007524418009393252e-03,1.505926650962546983e-03,7.680133606552475359e-04,6.678552299182910143e-03,5.419505813816525913e-04,4.837450378868372739e-04,6.736833529353899053e-04,3.936879221775039421e-04,5.227422321345790053e-03,6.795633165144890960e-04,7.898259873377696692e-04,1.031867048614515739e-03,9.539251543019861175e-04,1.000000000000000000e+00
1.264341810644462744e-02,1.877463003430573539e-03,4.228235692563275284e-03,2.381073418240162165e-03,2.721259843330306374e-03,1.506809756012691438e-02,1.275900242381604538e-03,3.348935560041669656e-03,2.650802391856849766e-03,3.210713462263025189e-03,5.184678768825546485e-03,8.272643615610626375e-04,1.894877754464940282e-03,8.242207588525289575e-04,9.708452495656493073e-04,6.732147861787694115e-03,8.776345518766971937e-04,1.812273271544680500e-03,9.668349813668397543e-04,1.221959236877259020e-03,3.405345722670276645e-03,4.605745569576462340e-04,1.252646822962869780e-03,8.436692950270509826e-04,1.051761329713459241e-03,5.466313411491795053e-03,1.393950737465776083e-03,3.554263227972196022e-03,2.139261714563380629e-03,1.441326495923021984e-03,1.000000000000000000e+00
9.515401932790863368e-03,1.824039958791398445e-03,5.918898159177127770e-03,2.478712555158442757e-03,3.097830457819193348e-03,2.058417987114495931e-02,1.230580896085299927e-03,4.224285989015479255e-03,3.162308193809584660e-03,3.574350145075436049e-03,5.337822000008268439e-03,8.776278040332525935e-04,2.244410274679245997e-03,1.107419782746350920e-03,1.062650044628000784e-03,6.737424313816115992e-03,9.108817090637497680e-04,2.269755830450230320e-03,1.228823026783648631e-03,1.169047658290419886e-03,4.317726364997605953e-03,5.344657798848164755e-04,1.359401633915211871e-03,1.078362208168809257e-03,1.040728981343266727e-03,5.851278594623994696e-03,1.057493564708176549e-03,6.179640310354893827e-03,2.363444570793649460e-03,1.398948794190427516e-03,1.000000000000000000e+00
3.014223888840197527e-03,5.180078597267125801e-04,7.252788740410584870e-04,1.255346809333601505e-03,3.542757369592833445e-03,1.019870195656657867e-02,1.425738271999457425e-03,2.264218065045861625e-03,3.187852731602146619e-03,3.067545400357014548e-03,4.383978194780297107e-03,7.692345929365838799e-04,8.958394099774509133e-04,1.500968029451776181e-03,1.454417598039166749e-03,4.635603445404519983e-03,6.919071458128089446e-04,8.995643835693462563e-04,1.227396210453886912e-03,9.936226783520832676e-04,3.153767544050467900e-03,5.164751422315686088e-04,5.858466406420876661e-04,1.057737296715639905e-03,2.919294337670019779e-03,9.142337004555727703e-03,7.622522793796380688e-04,9.469252695723490805e-04,1.229679697780444551e-03,1.887657661997099333e-03,1.000000000000000000e+00
2.872608281331422587e-03,5.632396130554471114e-04,8.064177831037022464e-04,1.266689565374085752e-03,2.925993007281506991e-03,1.260257179305133285e-02,1.325904984820784746e-03,2.842011302617066578e-03,3.546142217837560014e-03,2.572126730603830139e-03,4.352778025430281000e-03,6.885409575883327023e-04,1.581362666903475805e-03,1.830736503199306133e-03,1.487575899721206921e-03,5.352477629158614546e-03,6.180294196748888904e-04,1.336038908965617297e-03,1.329446663417757982e-03,9.662903223395496576e-04,4.238079752107227691e-03,4.243700939033308891e-04,8.976645556146359544e-04,1.214312645004808188e-03,2.913583117804173506e-03,8.586720877496952647e-03,6.889570435844133379e-04,1.274769441805750653e-03,1.371871050525716191e-03,1.459922863203785576e-03,1.000000000000000000e+00
2.114997465400682373e-03,2.081048822020915151e-04,2.739861410707183009e-04,2.010762844291499483e-04,3.106359380804646223e-04,2.368995833679803618e-03,2.652341676139582374e-04,3.051703302817898806e-04,1.973491643720336544e-04,4.082506836657095236e-04,2.628547003372009878e-03,4.919499126884917207e-04,5.526716692498081542e-04,4.242717932426726558e-04,5.265103024197398569e-04,3.066539045516623960e-03,5.217920784599182306e-04,5.126712453805186637e-04,2.776306816417645814e-04,3.960805387859706885e-04,1.343664099283787628e-03,3.274060695791800664e-04,5.412394879472695033e-04,3.298524860992700473e-04,3.352819905893956575e-04,2.378479465485095964e-03,2.854535343381824986e-04,2.827665770243951667e-04,2.151285398376809636e-04,3.238144574031458093e-04,1.000000000000000000e+00
6.195123931022655100e-03,4.316898285787035532e-04,4.429139723087494843e-04,2.068671316455793219e-04,3.590614412697954805e-04,3.775708448016890963e-03,3.737355975320564802e-04,4.026968196504085483e-04,2.315376253208361571e-04,4.116238988813622057e-04,3.129606640344213039e-03,5.230470907986672045e-04,5.919986431171804335e-04,3.174707141126360301e-04,5.562172367755413571e-04,2.800054424588751915e-03,3.989752166164627035e-04,5.456039345726141493e-04,2.208428376953671854e-04,3.697477269666122018e-04,1.992996006791324798e-03,3.702311273754833160e-04,9.051149566943490071e-04,2.878521574620629278e-04,3.100171500921023717e-04,4.039887124149645244e-03,3.037223344390193149e-04,3.416323236771637642e-04,1.929021068062561177e-04,3.547596678030319039e-04,1.000000000000000000e+00
1.037407658174863828e-02,1.370048167472538454e-03,1.623648336167642439e-03,8.917506360318624503e-04,1.154471004532954103e-03,2.789363290310686166e-02,2.136277350311058601e-03,1.433076455036362681e-03,8.246342143956486744e-04,9.893597898521463464e-04,7.486669949481277939e-03,1.258006176463391306e-03,3.167909983863811604e-03,1.237465471960840294e-03,1.519411207359773475e-03,9.553958149659119714e-03,1.682199686968192508e-03,1.468063405980866900e-03,2.222503014029775410e-03,1.397335510579921641e-03,7.869728090652512720e-03,5.809265324927463496e-04,8.879675435271060582e-04,5.008680601333347429e-04,6.299141214637762930e-04,1.085984523541260079e-02,1.165032687820443270e-03,1.092731251696156970e-03,6.251207930144162374e-04,7.964520450039378700e-04,1.000000000000000000e+00
7.812407148959725142e-03,1.245318484451516045e-03,1.627297651486689020e-03,9.485169228398702187e-04,1.253665969200985254e-03,2.081372646135890361e-02,1.610974285935279403e-03,1.430261088696852109e-03,8.052940356169367188e-04,9.329242757686282165e-04,4.051818559926072087e-03,1.434348761288352023e-03,3.547301589324817345e-03,1.589816523316937933e-03,1.572196955064371219e-03,5.990873188376477469e-03,1.736650622434679492e-03,1.618210192073294470e-03,3.264640264981542427e-03,1.432389511570540978e-03,6.144675431404730999e-03,6.963986139941740622e-04,7.594578490945371428e-04,5.279947992878987256e-04,6.275382453356372981e-04,6.452739393276581310e-03,1.395499035198745309e-03,1.115795238973687348e-03,8.325414415553465501e-04,8.578799348436230623e-04,1.000000000000000000e+00
6.089501694630989649e-03,5.909015968663582172e-04,1.029799533027771739e-03,2.688054229832593112e-03,9.994377251522803922e-04,3.953387141426571022e-03,5.495891302933338064e-04,1.080219762430220838e-03,2.768996996136075667e-03,1.080683204087883563e-03,4.821767066321663679e-03,8.120438650388812690e-04,1.451921600778461816e-03,4.271119873780909043e-03,1.265914761966980325e-03,3.241351246626858213e-03,6.961469121822571639e-04,1.393681821725739883e-03,3.756111861905727257e-03,1.332268888927479319e-03,6.667690516945839856e-03,5.809862671735517526e-04,8.844541217169508756e-04,2.358246239615501959e-03,7.826796181383584164e-04,5.313489113907140030e-03,4.867922386496056084e-04,8.981343423705312077e-04,2.199188918298799339e-03,9.351127826437467816e-04,1.000000000000000000e+00
6.794643688091022045e-03,7.630868313530484197e-04,9.003157547467781525e-04,2.676539950914847213e-03,1.015970022596963951e-03,6.385636213040969504e-03,6.386583371476244443e-04,1.047600816421126544e-03,3.012870917049825792e-03,1.083485841656277142e-03,6.386059091183086608e-03,9.541499055481215703e-04,1.410722073912339461e-03,4.098411118366875917e-03,1.248650346342451483e-03,4.133974767503087455e-03,7.731931492831323324e-04,1.390697208071450027e-03,3.843428735721857430e-03,1.330254482888387378e-03,3.808035332183658597e-03,6.336889846589460491e-04,8.031459764007064985e-04,2.191470803348430363e-03,7.690504907215175295e-04,7.452825570180991559e-03,5.543454336402993746e-04,8.702906306320333735e-04,2.460734765495710234e-03,9.856881982796246791e-04,1.000000000000000000e+00
1.164313909803957152e-02,5.946012649049509970e-04,6.045735585322620665e-04,5.506053580922309074e-04,4.983843128685383050e-04,1.554290872487168115e-02,4.593473716784359992e-04,6.672628755828181185e-04,5.707359456008900735e-04,4.462919343358615282e-04,3.739163999528332272e-03,5.824293917340417738e-04,9.672878159759940725e-04,9.018559185007524702e-04,4.590445438853485742e-04,3.949143094383829322e-03,8.047947614175373710e-04,8.436649140590765216e-04,1.167192908580256226e-03,5.409229276150913975e-04,4.759820213501070665e-03,5.241516187384548300e-04,5.527991402534156292e-04,6.870518315494475101e-04,3.836398245987440139e-04,2.264232041618074141e-03,2.630955996911472461e-04,5.344005768483407748e-04,4.279043014703068902e-04,2.687467515638287952e-04,1.000000000000000000e+00
6.998996215908669799e-03,8.739723577893964042e-04,7.683325630514840606e-04,6.946674825586559524e-04,4.786326828212306497e-04,5.643101830867617956e-03,4.791684467438403570e-04,7.857670372284312078e-04,7.717910994528737493e-04,4.486903775212239872e-04,3.539949387839946924e-03,8.097984126134488616e-04,1.311039250954457256e-03,1.163022246603350037e-03,4.418429540503733869e-04,4.688133233999709944e-03,9.813984341676493944e-04,1.091307805983670557e-03,1.454524690422451423e-03,5.311467898369721117e-04,3.509678319241237628e-03,5.656106432652340758e-04,7.066458346914444291e-04,7.987952719362438527e-04,3.852880881469699899e-04,2.486867708849184455e-03,2.992218484111198551e-04,6.798001585725379570e-04,5.839830876820674942e-04,2.764414095257213769e-04,1.000000000000000000e+00
4.419565176313562140e-03,6.487771116485670318e-04,1.259557025490254997e-03,6.366719796910321871e-04,1.259213826314409170e-03,4.033202512716042853e-03,7.304756054822532721e-04,1.622205409962497588e-03,6.417330474233577924e-04,1.143115065667305464e-03,3.713772792284240551e-03,9.960811750530245996e-04,2.488566049506541443e-03,7.251648007976651969e-04,7.622221327165164956e-04,2.991504243361340059e-03,1.284829212863075392e-03,2.820068356661110595e-03,6.914440040948442983e-04,6.964778557137437124e-04,2.008926252401792029e-03,4.192473961008467086e-04,9.851389771539055193e-04,4.668862128722900146e-04,1.062864395314290153e-03,5.784778984127427956e-03,8.596139935195482723e-04,1.851509616888144831e-03,6.255443633204064340e-04,1.389309462860888970e-03,1.000000000000000000e+00
4.096688666650626434e-03,4.646657800741883608e-04,1.278764431087550581e-03,6.982937081291614324e-04,1.101548090382523234e-03,3.717382564043493747e-03,7.034300694329768434e-04,1.650573492855807612e-03,8.128419722737834216e-04,8.509361330483306528e-04,4.273919068498112719e-03,8.848534736722448802e-04,2.437575724249052209e-03,9.056505116230423574e-04,7.911636344011823037e-04,3.099327506633233441e-03,1.177534404641466213e-03,2.891970987316833108e-03,1.106897770970701259e-03,7.902196996102399569e-04,1.887805191378490090e-03,3.519847427685242683e-04,8.992011346303600003e-04,5.975822880009159068e-04,1.040589935631470054e-03,6.657623099280214791e-03,8.251823869935907526e-04,1.915012523131199608e-03,8.979214141948241475e-04,1.012765403532613247e-03,1.000000000000000000e+00
7.101530605539493543e-03,1.242596774435992439e-03,9.801425084729022737e-04,7.970859802503535473e-04,5.771627029466431559e-04,1.296027100935946350e-02,2.131685086871354211e-03,1.582208410553779653e-03,1.222367565062999675e-03,1.281389481838002622e-03,2.119174660899887912e-03,7.434681499746180694e-04,1.178101423071566470e-03,1.173748813087201800e-03,6.268695357239866071e-04,1.693152650485567606e-03,7.936005155568102336e-04,1.703804431940839168e-03,1.115496467806990520e-03,1.079705847738633229e-03,3.023106226466657723e-03,2.449329879689413850e-03,7.803692733237501842e-04,8.067921285203822398e-04,5.261566744665006163e-04,4.696217895801588216e-03,7.169558886958588961e-04,1.076549070321730205e-03,8.383577296538211650e-04,7.605551137537089248e-04,1.000000000000000000e+00
9.209445903742789069e-03,1.060643941272272151e-03,9.028666585203803680e-04,1.197556263137365641e-03,6.648939505325228688e-04,1.493122506059439865e-02,2.075043383792063607e-03,1.791967397181521825e-03,1.674805542054123939e-03,1.269857780467715082e-03,2.610798828508803342e-03,8.011837824107210810e-04,1.091631012923226750e-03,1.687755664774577384e-03,7.805369710603795360e-04,2.421017377947370149e-03,8.162700747633750862e-04,1.429794716034946903e-03,1.597910842677036786e-03,1.238464480744365208e-03,3.218660396318253746e-03,2.322046371737694365e-03,7.433971807221474498e-04,1.084230804666072535e-03,5.898126433937632852e-04,6.152959871872004660e-03,6.250322901642696482e-04,1.292133830933203317e-03,1.259354764096925778e-03,8.318090586486815916e-04,1.000000000000000000e+00
1.886765552400115550e-02,1.055248426751399142e-03,1.141109515086115430e-03,7.236372327212952076e-04,4.702063912359739873e-04,1.683829256970640481e-02,1.036986548624992382e-03,9.557922457938902456e-04,8.038345798669606704e-04,4.858912601290429401e-04,7.874876971582168289e-03,9.435949438912328256e-04,9.797529881243874014e-04,9.839898506354837100e-04,6.158157552745113610e-04,7.034843173852644779e-03,1.097408985036877824e-03,1.041509460821889253e-03,9.616989027258285305e-04,6.151343742049437610e-04,1.241720225949343760e-02,7.582012142509953227e-04,8.218002386634190234e-04,6.846691125109127503e-04,4.096010940878262317e-04,1.309439028179597980e-02,8.635726464382379591e-04,9.340755251111885040e-04,7.950097512900856488e-04,4.764913898103281158e-04,1.000000000000000000e+00
1.386110929169597807e-02,8.634338744031598350e-04,8.847312213610759911e-04,1.017211289592591947e-03,4.804640159501344420e-04,1.079673439122844428e-02,8.700966806279689146e-04,7.559777901182873280e-04,8.987625260913933208e-04,4.535252889360275887e-04,5.493069896324311377e-03,9.445921341517203975e-04,8.702905631278957856e-04,1.403974221119330635e-03,6.113831468958416931e-04,4.299539035802078107e-03,1.097924733804237114e-03,8.642596496227950443e-04,1.120104838352426130e-03,6.607346539680243255e-04,1.028196378530965918e-02,7.576026996212618719e-04,7.859312182246877988e-04,9.143604992122201939e-04,4.385267096755542798e-04,1.234969358909105211e-02,8.056433906257506970e-04,7.811311672780870113e-04,8.560312212911853989e-04,5.034949894283180863e-04,1.000000000000000000e+00
5.497102958655199732e-03,1.217670479068418739e-03,2.777329737806240838e-03,1.176708063180989788e-03,1.706439392650188104e-03,4.052731738039519471e-02,2.566575054806745273e-03,2.937394141789804146e-03,1.386002860454660542e-03,1.901619214019552957e-03,7.381179625616656435e-03,2.465836811929852674e-03,3.192997069041716290e-03,1.614761581039402503e-03,2.413947023673038844e-03,1.082739514637113924e-02,2.245039400557279942e-03,3.812966379570438980e-03,1.448790112341973328e-03,2.812463974597094723e-03,1.209636194561848621e-02,1.601078327414676237e-03,1.472933095004582598e-03,8.760183841939380572e-04,9.877754206785360411e-04,2.805741787380973407e-02,2.292168761893031981e-03,2.911704829336283877e-03,1.335062491342017127e-03,1.910297936410610548e-03,1.000000000000000000e+00
5.869828963152115033e-03,1.573090671567363647e-03,3.067057307614316601e-03,1.190958174516425390e-03,1.453174039918797870e-03,2.813733585075091012e-02,2.505314073123723027e-03,2.980390642706027583e-03,1.461698380359957496e-03,1.457106027944024378e-03,9.324023036560514024e-03,2.897698232722197183e-03,3.366166218161524733e-03,1.699548187828285855e-03,2.013636079726561362e-03,1.005673670190068529e-02,2.758761843814457743e-03,3.593545268513027423e-03,1.882788998170548426e-03,2.025889807519397172e-03,3.952682610673859467e-03,1.171269484977112679e-03,1.484079067747525816e-03,8.425886805603764089e-04,7.880236482319430587e-04,2.152495216214979010e-02,2.372804693924474365e-03,2.900300302241398329e-03,1.407750454374693616e-03,1.457284402519600213e-03,1.000000000000000000e+00
2.135063047453929219e-02,1.967996826216536661e-03,1.110116014225372367e-03,4.074168168507255323e-04,5.602464508646448019e-04,1.004459229431794130e-02,2.164301671563503577e-03,1.181201819579835634e-03,4.956859341510818414e-04,5.618648519161039854e-04,7.573812412356197010e-03,1.984094415044909514e-03,1.245850860128384051e-03,4.202765542527906622e-04,5.420459193009113334e-04,7.840227784947514933e-03,1.997933342922802915e-03,1.132745018996492853e-03,5.167067812374246012e-04,5.352329274140580533e-04,6.260298706090300890e-03,1.278771495143531806e-03,7.953614831391364083e-04,4.285598294458301764e-04,3.637677102822597409e-04,1.183329183267556491e-02,1.428883787259616154e-03,8.341036035714474803e-04,5.035597697403873096e-04,4.293312818939174695e-04,1.000000000000000000e+00
1.956635172773349765e-02,1.678438447827774408e-03,1.325225252313045211e-03,4.510799081936524529e-04,5.957927743412695350e-04,7.734134628008779676e-03,1.718101300377654047e-03,1.389851543316838025e-03,5.051365419170942032e-04,6.273257641933999412e-04,9.161849046826637741e-03,1.480242349185412459e-03,1.437632867103349945e-03,4.515781182218890979e-04,5.391329137865630197e-04,6.110873239435833312e-03,1.680157925318951934e-03,1.249293242143580205e-03,4.808116817673762115e-04,5.813655434652729211e-04,7.800174303758184401e-03,1.087546468927888272e-03,8.100512095120559249e-04,4.725582322167840347e-04,4.024639013088406980e-04,9.991793511304183570e-03,1.407059278840833670e-03,8.271624607934345433e-04,4.705532184704259600e-04,4.885541157172562914e-04,1.000000000000000000e+00
1.331499650926193726e-02,1.380544199475399565e-03,8.664505879337840687e-04,1.834016315179021715e-03,7.468532733954944079e-04,1.308387195780864182e-02,1.475577476296060803e-03,1.407884736346038486e-03,2.141550433300310006e-03,8.601466187542232064e-04,6.418013685449997299e-03,1.553054580251027024e-03,1.442284326707011545e-03,2.782507177851404213e-03,1.165374826407992222e-03,7.535825436675708949e-03,1.794262930926037456e-03,4.233050724948402010e-03,5.243353970857349451e-03,1.463435443601236383e-03,8.069611360649013229e-03,8.074462216166455744e-04,7.238552199037063834e-04,1.523465222679978729e-03,6.301192378695050743e-04,8.901517492492939942e-03,9.746251700158757407e-04,1.149264636039644665e-03,1.653206908790662679e-03,7.636908667651635778e-04,1.000000000000000000e+00
3.075169577176406141e-02,1.740728268002042197e-03,1.119228158474948331e-03,1.906154947559429757e-03,9.319996253648566657e-04,2.421154639455340776e-02,1.263255782116659435e-03,1.482964774881214125e-03,2.437186749458389486e-03,1.027063039921682214e-03,8.137404474605373222e-03,1.927039393955642379e-03,1.424942665082298918e-03,2.808154035878718605e-03,1.412661018070031100e-03,6.594593163229280942e-03,1.789499572448021878e-03,4.374859560636533765e-03,4.320177126807630934e-03,1.652811745249165021e-03,1.205280945536640197e-02,1.293381914418595879e-03,7.306053099983994027e-04,1.526148393089782470e-03,7.770495248193378703e-04,9.543821021280835676e-03,9.156831132999441146e-04,1.050485659347023034e-03,1.898669515508651789e-03,8.449651106746693379e-04,1.000000000000000000e+00
2.185489345989409093e-03,1.470324074566504080e-03,1.473202358320956735e-03,7.365930437057395617e-04,4.713428235803737406e-04,7.246032860721906416e-03,1.355964965895954666e-03,1.219625274522756746e-03,1.045873891873901887e-03,6.491468043806637158e-04,3.408297706086971246e-03,9.300029023674356334e-04,8.210598460159546259e-04,8.953661728611447563e-04,3.835875998218591862e-04,4.507617944106777352e-03,1.057335695045180223e-03,9.919882439127763324e-04,1.048712336621481379e-03,5.571866292712482696e-04,3.175685690006257566e-03,7.697293771466315543e-04,6.665850704050093256e-04,6.388300598831162143e-04,3.702219836614468974e-04,5.856800389996869548e-03,8.682718580785920084e-04,7.526606207378457210e-04,6.735322822604304302e-04,4.375062676227664451e-04,1.000000000000000000e+00
1.531714774002242282e-03,7.009139918452262329e-04,1.064732656028863919e-03,9.403821542219812377e-04,8.911609428938614035e-04,8.445606150755785926e-03,1.104732522250548125e-03,1.638674511331422636e-03,1.598412988106798433e-03,8.693025428664948864e-04,3.309088485588934040e-03,8.369951790294297275e-04,1.297542261305400981e-03,1.363256103088766663e-03,7.810237988268948703e-04,4.789065578188055061e-03,9.761879799520102683e-04,1.450698947757319938e-03,1.467100734206306040e-03,7.933591865286154614e-04,3.233856329511167714e-03,6.746408171226613145e-04,9.718633392979620159e-04,1.065229924033914491e-03,8.109513894531631545e-04,6.515469133492325995e-03,6.765617109737061263e-04,1.109885291219016041e-03,1.005198794620331673e-03,7.846718557454533628e-04,1.000000000000000000e+00
3.269795371984883514e-02,2.099553754840452827e-03,1.813202836226593916e-03,1.242541462033515398e-03,9.889813061623041641e-04,2.131711247781405832e-02,1.638141675971204868e-03,1.404090513008970356e-03,1.165745610352195366e-03,8.704621189452506911e-04,8.241605979434489179e-03,1.196800865278524213e-03,2.290029143950047044e-03,1.504903819052108398e-03,7.191162595893147835e-04,6.868587889316104915e-03,1.319114343879205196e-03,2.364752769754620201e-03,1.543135894567633244e-03,8.492278770620822819e-04,1.932507386025034829e-02,1.089340531165817550e-03,1.423446011868243453e-03,8.129727361333540566e-04,5.643352571802183210e-04,5.987577357671111482e-03,7.449700469233742212e-04,1.016715058873093316e-03,8.340430795041809319e-04,3.896666660847818869e-04,1.000000000000000000e+00
2.757867447482706402e-02,2.175539916344173923e-03,1.836644799452246063e-03,9.308746594433115265e-04,8.661104869445197677e-04,1.479293872869721395e-02,1.611346395395479207e-03,1.768102714643470831e-03,9.362990024558149856e-04,6.567932642692073456e-04,5.855331774316205849e-03,1.551593722655099372e-03,2.310271791439873299e-03,1.243406381267006750e-03,7.022224744514459719e-04,5.195066593436404104e-03,1.253966126520647062e-03,2.359580263459730605e-03,1.602479939833504827e-03,8.877389751481155802e-04,1.915079423583615839e-02,1.556605055222326679e-03,1.397904060128118357e-03,7.369383899938346683e-04,5.894253464972031920e-04,5.293706139152438289e-03,8.363972986227389585e-04,9.826564473004453185e-04,7.295984705265567668e-04,3.868000330437147607e-04,1.000000000000000000e+00
4.120664672966126846e-02,1.603916474593812752e-03,8.228361429193803986e-04,6.392663297953300305e-04,1.225084355017365314e-03,7.438762140345815677e-02,1.336337702863419751e-03,7.193098530190811593e-04,5.414908641643832211e-04,6.127423553085201233e-04,1.604152672435486468e-02,2.480344383830147131e-03,1.310043577866194884e-03,1.144808591273471137e-03,9.217926956909452268e-04,1.796902862150670868e-02,2.406829243403418167e-03,1.589006675272769138e-03,9.031568940054143053e-04,7.535001182065396551e-04,1.047634845785368890e-01,4.013639159959435723e-03,1.679964435379083850e-03,8.119565500335221633e-04,1.121432127301771236e-03,2.843160171102623174e-02,1.519849603406440899e-03,1.101383489309212989e-03,5.432695904492863392e-04,7.182148312947203486e-04,1.000000000000000000e+00
5.085749320236583604e-02,1.898409647396066217e-03,8.367042735804685726e-04,6.861259322022197080e-04,9.673921301496202175e-04,7.659004670020733152e-02,1.899248829759191126e-03,6.769556264649986095e-04,6.747990335723263577e-04,6.681597825471645305e-04,1.411639990498298781e-02,3.041645401228624049e-03,1.203439884650525085e-03,1.256005892159265010e-03,8.446637033092015134e-04,1.722655679692094294e-02,2.848132831255470020e-03,1.177642924120949047e-03,1.108756040783948071e-03,7.927424368371594702e-04,1.381147233029425894e-02,2.000389505178857066e-03,1.393511657443951765e-03,7.320392474425391986e-04,7.663851333039423900e-04,2.312012503124004012e-02,1.613857343442448534e-03,6.644668340907158247e-04,6.445502584092827145e-04,7.371934597582594862e-04,1.000000000000000000e+00
1.089404143385855513e-02,1.710436496345810881e-03,2.940584850522638856e-03,1.100626972494169126e-03,6.331065748293996081e-04,1.184597989868866122e-02,2.203404563885708045e-03,2.748544752717296813e-03,1.030984743955005003e-03,8.493839719115446217e-04,6.832019139671037695e-03,1.396623661599040575e-03,3.831469743858987968e-03,1.488051903747601278e-03,8.714124187631112212e-04,5.670996678603631817e-03,1.254854334498770605e-03,3.401544612102434112e-03,1.606594857288339093e-03,8.636953890531480320e-04,6.130972753452763879e-03,1.130752991725478707e-03,2.991221847067759322e-03,1.527479649720248078e-03,9.268847067352135351e-04,6.450059714005655122e-03,8.892457231382638839e-04,1.965605331814910227e-03,7.181062603433909820e-04,5.807832697830444006e-04,1.000000000000000000e+00
